Index,Part Name,Collection ID,Unit ID,Part Type,X Part,Rarity,Attr,W Tag 1,W Tag 2,Armor,Melee ATK,Shot ATK,Melee DEF,Shot DEF,Beam RES,Phys. RES,EX ID,Trait,Wep Type,Wep Cat,Notes
849,Leo,17-07-2-01,136,2,,1,1,2,25,640,137,287,287,287,190,0,,"When Armor is 40% or more, 10% chance to survive a fatal blow",,,"Free Missions, Friend Point Capsule, Capital Shop"
850,Leo,17-07-3-01,136,3,8,1,1,2,25,797,287,287,640,900,265,54,14,,,,"Free Missions, Friend Point Capsule, Capital Shop"
851,Leo,17-07-4-01,136,4,,1,1,2,7,372,137,137,287,372,190,138,,"With ""Gundam Type"" enemy, EX Skill DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
852,105mm Rifle,17-07-7a-01,136,7,,1,1,2,25,372,0,1012,0,0,190,54,,"With Power attribute (self), Sp. Shot CRIT rate boosted 10%",2,8,"Free Missions, Friend Point Capsule, Capital Shop"
853,High Mobility Gelgoog [Johnny Ridden],02-04-1-01,137,1,,3,2,3,9,889,291,558,889,291,302,126,,"With Bazooka Category equipped, EX Skill power boosted 25%",,,Arena Coins
854,High Mobility Gelgoog [Johnny Ridden],02-04-2-01,137,2,,3,2,3,9,1142,291,291,1142,558,428,0,,"In-Fighter Job, Shooting DMG taken reduced by 20",,,Arena Coins
855,High Mobility Gelgoog [Johnny Ridden],02-04-3-01,137,3,,3,2,3,9,291,2300,291,1142,291,0,0,,"With Technique attribute (self), Melee power boosted 25%",,,Arena Coins
856,High Mobility Gelgoog [Johnny Ridden],02-04-4-01,137,4,,3,2,3,17,558,291,291,1142,558,302,428,286,,,,Arena Coins
857,High Mobility Gelgoog [Johnny Ridden],02-04-5-01,137,5,,3,2,3,17,558,291,291,1142,558,428,302,,"When Armor is 80% or less, Vernier recovery rate boosted 16%",,,Arena Coins
858,Rocket Launcher,02-04-7d-01,137,7,,3,2,3,9,889,0,1701,0,0,428,302,,"In-Fighter Job, Job Gauge increase boosted 13%",2,12,Arena Coins
859,Shield [High Mobility Gelgoog (Johnny Ridden)],02-04-8-01,137,8,,3,2,3,17,558,0,0,1701,558,716,0,,"When Armor is 50% or more, Enemy Shooting power reduced 25%",,,Arena Coins
860,Astray Blue Frame,23-02-1-01,138,1,,4,3,7,22,795,382,1179,1179,1179,0,416,78,,,,Haro Chip Capsule
861,Astray Blue Frame,23-02-2-01,138,2,,4,3,7,22,1601,382,0,1179,1179,0,609,287,,,,Haro Chip Capsule
862,Astray Blue Frame,23-02-3-01,138,3,,4,3,7,22,795,1179,382,1179,1179,211,416,288,,,,Haro Chip Capsule
863,Astray Blue Frame,23-02-4-01,138,4,,4,3,7,13,795,382,382,1601,1601,416,211,,"With Speed attribute (self), EX Skill piercing boosted 28%",,,Haro Chip Capsule
864,Astray Blue Frame,23-02-5-01,138,5,,4,3,7,13,795,382,382,1601,1601,211,416,289,,,,Haro Chip Capsule
865,Anti-Beam Shield [Blue Frame],23-02-8-01,138,8,,4,3,7,13,0,0,0,1974,1974,211,805,,"Middle-Shooter Job, Enemy Shooting power reduced 30%",,,Haro Chip Capsule
866,Gundam Kyrios,25-07-1-01,139,1,,3,2,12,9,561,294,1440,294,893,215,215,,"With Machine Gun Category equipped, Enemy Shooting power reduced 25%",,,Revolution Coins (Event)
867,Gundam Kyrios,25-07-2-01,139,2,,3,2,12,9,893,561,294,561,1147,215,215,,"When Armor is 80% or less, 14% chance to survive a fatal blow",,,Revolution Coins (Event)
868,Gundam Kyrios,25-07-3-01,139,3,,3,2,12,9,561,2000,294,561,893,0,0,,"With Technique attribute (self), EX Skill DMG output boosted by 20",,,Revolution Coins (Event)
869,Gundam Kyrios,25-07-4-01,139,4,,3,2,12,22,561,294,294,294,893,352,352,290,,,,Revolution Coins (Event)
870,Gundam Kyrios,25-07-5-01,139,5,,3,2,12,22,561,294,294,294,893,352,352,136,,,,Revolution Coins (Event)
871,GN Beam Submachine Gun,25-07-7c-01,139,7,,3,2,12,9,561,0,1440,0,561,215,215,,"Beam ranged weapon, reload speed boosted 15%",1,9,Revolution Coins (Event)
872,GN Shield [Kyrios],25-07-8-01,139,8,,3,2,12,22,561,0,0,561,1440,352,352,291,,,,Revolution Coins (Event)
873,VEETWO GUNDAM,62-03-1-01,140,1,,4,2,3,10,799,384,2791,799,384,213,0,,"With Technique attribute (self), Shooting power boosted 30%",,,Haro Chip Capsule
874,VEETWO GUNDAM,62-03-2-01,140,2,,4,2,3,10,1184,384,384,1608,799,614,0,,"Long-Shooter Job, EX Skill CD reduced 20%",,,Haro Chip Capsule
875,VEETWO GUNDAM,62-03-3-01,140,3,,4,2,3,10,799,1982,384,1184,799,0,0,292,,,,Haro Chip Capsule
876,VEETWO GUNDAM,62-03-4-01,140,4,,4,2,3,26,799,384,799,1184,384,614,420,,"With Bazooka Category equipped, Projectile speed boosted 15%",,,Haro Chip Capsule
877,VEETWO GUNDAM,62-03-5-01,140,5,,4,2,3,26,779,384,384,1608,384,614,420,293,,,,Haro Chip Capsule
878,BIG BEAM BAZOOKA,62-03-7d-01,140,7,,4,2,3,26,384,0,3590,799,0,420,213,294,,1,12,Haro Chip Capsule
879,Gundam GP01Fb [Zephyranthes Fb],07-06-1-01,141,1,,4,1,1,9,795,382,2377,795,795,416,0,3,,,,Haro Chip Capsule & [No. 009] Bonus Coins
880,Gundam GP01Fb [Zephyranthes Fb],07-06-2-01,141,2,,4,1,1,9,1601,382,382,1179,1179,609,0,295,,,,Haro Chip Capsule & [No. 009] Bonus Coins
881,Gundam GP01Fb [Zephyranthes Fb],07-06-3-01,141,3,,4,1,1,9,795,2377,382,1179,1179,0,0,,"With Power attribute (self), Enemy Melee power reduced 30%",,,Haro Chip Capsule & [No. 009] Bonus Coins
882,Gundam GP01Fb [Zephyranthes Fb],07-06-4-01,141,4,,4,1,1,16,795,382,382,1179,1179,609,416,,"With Power attribute (self), EX Skill CD reduced 20%",,,Haro Chip Capsule & [No. 009] Bonus Coins
883,Gundam GP01Fb [Zephyranthes Fb],07-06-5-01,141,5,,4,1,1,16,795,382,382,1179,1179,609,416,296,,,,Haro Chip Capsule & [No. 009] Bonus Coins
884,Gouf Custom,03-03-1-01,142,1,,3,1,17,24,558,291,889,889,889,302,0,,"When Armor is 60% or less, Recover 10 Armor gradually",,,Trooper Coins (Event)
885,Gouf Custom,03-03-2-01,142,2,,3,1,17,24,1140,291,0,889,889,428,0,,"In-Fighter Job, EX Skill CD reduced 15%",,,Trooper Coins (Event)
886,Gouf Custom,03-03-3-01,142,3,,3,1,17,24,558,889,291,889,889,302,126,297,,,,Trooper Coins (Event)
887,Gouf Custom,03-03-4-01,142,4,,3,1,17,6,558,291,291,1140,1140,126,302,,"In-Fighter Job, Close Shot Attack raised 14%",,,Trooper Coins (Event)
888,Gouf Custom,03-03-5-01,142,5,,3,1,17,6,558,291,291,1140,1140,302,126,,"With Power attribute (self), Melee DMG output boosted by 20",,,Trooper Coins (Event)
889,Heat Rod [Gouf Custom],03-03-6-01,142,6,,3,1,17,24,558,1140,0,558,558,428,302,,"With Power attribute (self), Job Gauge increase boosted 13%",2,7,Trooper Coins (Event)
890,Heat Sword [Gouf Custom],03-03-6a-01,142,6,,3,1,17,24,558,1140,0,558,558,428,302,,"When attacking with Physical, Strong Melee power boosted 20%",2,2,Trooper Coins (Event)
891,Gatling Shield,03-03-7-01,142,7,8,3,1,17,6,558,0,1140,1990,1990,1016,428,,"Beam ranged weapon, magazine boosted 20%",2,11,Trooper Coins (Event)
892,Providence Gundam,21-11-1-01,143,1,,4,2,3,10,1181,384,2380,384,384,417,213,188,,,,Haro Chip Capsule & [No. 009] Bonus Coins
893,Providence Gundam,21-11-2-01,143,2,,4,2,3,10,1977,384,796,796,796,611,0,,"Long-Shooter Job, Enemy Strong Melee power reduced 30%",,,Haro Chip Capsule & [No. 009] Bonus Coins
894,Providence Gundam,21-11-3-01,143,3,8,4,2,3,10,2380,796,796,1977,2783,806,213,298,,,,Haro Chip Capsule & [No. 009] Bonus Coins
895,Providence Gundam,21-11-4-01,143,4,,4,2,3,20,1181,384,384,796,1181,611,417,,"With Technique attribute (self), Long Shot Attack raised 20%",,,Haro Chip Capsule & [No. 009] Bonus Coins
896,Providence Gundam,21-11-5-01,143,5,,4,2,3,20,1181,384,384,796,1181,611,417,299,,,,Haro Chip Capsule & [No. 009] Bonus Coins
897,Judicium Beam Rifle,21-11-7a-01,143,7,,4,2,3,20,1181,0,3177,0,0,611,213,,"With Technique attribute (self), Sp. Shot power boosted 30%",1,8,Haro Chip Capsule & [No. 009] Bonus Coins
898,Beginning 30 Gundam,31-01-1-01,144,1,,4,2,13,26,799,384,1974,384,1182,420,213,300,,,,Haro Chip Capsule & [No. 010] Bonus Coins
899,Beginning 30 Gundam,31-01-2-01,144,2,,4,2,13,26,1182,799,384,799,1606,612,0,,"When Armor is 60% or more, EX Skill CD reduced 20%",,,Haro Chip Capsule & [No. 010] Bonus Coins
900,Beginning 30 Gundam,31-01-3-01,144,3,8,4,2,13,26,1606,2786,384,1606,3181,810,213,,"Out-Fighter Job, Melee power boosted 30%",,,Haro Chip Capsule & [No. 010] Bonus Coins
901,Beginning 30 Gundam,31-01-4-01,144,4,,4,2,13,26,799,384,384,384,1182,612,420,301,,,,Haro Chip Capsule & [No. 010] Bonus Coins
902,Beginning 30 Gundam,31-01-5-01,144,5,,4,2,13,10,799,384,384,384,1182,612,420,302,,,,Haro Chip Capsule & [No. 010] Bonus Coins
903,Beam Saber [Beginning 30],31-01-6a-01,144,6,,4,2,13,10,384,3586,0,0,799,420,213,,26% chance of attacks penetrating super armor,1,2,Haro Chip Capsule & [No. 010] Bonus Coins
904,Beam Rifle [Beginning 30],31-01-7a-01,144,7,,4,2,13,10,799,0,1979,0,799,612,213,,Initial EX Skill charge boosted 20%,1,8,Haro Chip Capsule & [No. 010] Bonus Coins
905,Crossbone Gundam X1,14-01-1-01,145,1,,3,2,1,6,889,291,558,889,558,302,126,3,,,,Pirate Coins (Event)
906,Crossbone Gundam X1,14-01-2-01,145,2,,3,2,1,6,1433,558,291,558,558,428,0,303,,,,Pirate Coins (Event)
907,Crossbone Gundam X1,14-01-3-01,145,3,,3,2,1,6,558,1991,0,889,889,0,0,,21% chance of attacks penetrating super armor,,,Pirate Coins (Event)
908,Crossbone Gundam X1,14-01-4-01,145,4,,3,2,1,20,889,291,291,889,558,428,302,304,,,,Pirate Coins (Event)
909,Crossbone Gundam X1,14-01-5-01,145,5,,3,2,1,20,889,291,291,889,558,428,302,,Vernier consumption reduced 15%,,,Pirate Coins (Event)
910,Beam Zanba,14-01-6a-01,145,6,,3,2,1,20,889,2589,0,0,0,302,126,,"With Technique attribute (self), EX Skill power boosted 25%",1,2,Pirate Coins (Event)
911,Zanbuster,14-01-7a-01,145,7,,3,2,1,20,889,0,1699,0,0,428,126,,"Beam ranged weapon, reload speed boosted 15%",1,8,Pirate Coins (Event)
912,ABC Cloak,14-01-8-01,145,8,,3,2,1,6,889,0,0,1142,558,590,126,,"With Technique attribute (self), Enemy Shooting power reduced 25%",,,Pirate Coins (Event)
913,Gundam Astaroth,63-01-1-01,146,1,,4,1,1,6,800,385,1985,385,1185,292,292,,"Physical ranged weapon, reload speed boosted 20%",,,Haro Chip Capsule & [No. 010] Bonus Coins
914,Gundam Astaroth,63-01-2-01,146,2,,4,1,1,6,1185,800,385,800,1610,292,292,,"With Blade Category equipped, EX Skill DMG output boosted by 35",,,Haro Chip Capsule & [No. 010] Bonus Coins
915,Gundam Astaroth,63-01-3-01,146,3,8,4,1,1,26,1610,2795,385,1610,3190,479,479,305,,,,Haro Chip Capsule & [No. 010] Bonus Coins
916,Gundam Astaroth,63-01-4-01,146,4,,4,1,1,26,800,385,385,385,1185,479,479,306,,,,Haro Chip Capsule & [No. 010] Bonus Coins
917,Gundam Astaroth,63-01-5-01,146,5,,4,1,1,26,800,385,385,385,1185,479,479,307,,,,Haro Chip Capsule & [No. 010] Bonus Coins
918,Demolition Knife,63-01-6c-01,146,6,,4,1,1,6,385,3594,0,0,800,292,292,,"With Power attribute (self), Strong Melee CRIT rate boosted 30%",2,5,Haro Chip Capsule & [No. 010] Bonus Coins
919,Anti-Material Rifle,63-01-7b-01,146,7,,4,1,26,10,800,0,1985,0,800,292,292,,"When Attacking with Physical, Sp. Shot CRIT rate boosted 30%",2,10,Haro Chip Capsule & [No. 010] Bonus Coins
920,Rifle [Astaroth],63-01-7a-01,146,7,,4,1,1,6,800,0,1985,0,800,292,292,,"With Blade Category equipped, Shooting DMG taken reduced by 35",2,8,Haro Chip Capsule & [No. 010] Bonus Coins
921,Wing Gundam 0 [Endless Waltz Ver.],18-01-1-01,147,1,,4,3,1,10,0,378,3538,551,965,409,0,,"When attacking with Beam, EX Skill power boosted 30%",,,Haro Chip Capsule (Christmas Event)
922,Wing Gundam 0 [Endless Waltz Ver.],18-01-2-01,147,2,,4,3,1,10,1732,719,1422,0,1354,671,0,308,,,,Haro Chip Capsule (Christmas Event)
923,Wing Gundam 0 [Endless Waltz Ver.],18-01-3-01,147,3,,4,3,1,13,1884,719,1165,551,965,409,282,,"With Speed attribute (self), Projectile speed boosted 15%",,,Haro Chip Capsule (Christmas Event)
924,Wing Gundam 0 [Endless Waltz Ver.],18-01-4-01,147,4,,4,3,1,13,965,551,965,965,1354,282,671,,"When Armor is 70% or less, Melee CRIT rate boosted 30%",,,Haro Chip Capsule (Christmas Event)
925,Wing Gundam 0 [Endless Waltz Ver.],18-01-5-01,147,5,,4,3,1,13,378,551,1422,965,1354,671,464,309,,,,Haro Chip Capsule (Christmas Event)
926,Twin Buster Rifle [Coupled],18-01-7b-01,147,7,,4,3,1,10,551,0,3951,0,965,464,282,310,,1,10,Haro Chip Capsule (Christmas Event)
927,Blue Destiny Unit-1,04-99-1-01,148,1,,3,3,6,21,558,291,1698,558,558,302,0,311,,,,[Part 1] BD Coin Exchange (Event)
928,Blue Destiny Unit-1,04-99-2-01,148,2,,3,3,6,21,1140,291,291,889,889,428,0,312,,,,[Part 1] BD Coin Exchange (Event)
929,Blue Destiny Unit-1,04-99-3-01,148,3,,3,3,6,16,558,1698,291,889,889,0,0,,"When Armor is 80% or less, Melee DMG taken reduced by 20",,,[Part 1] BD Coin Exchange (Event)
930,Blue Destiny Unit-1,04-99-4-01,148,4,,3,3,6,16,558,291,291,889,889,428,302,121,,,,[Part 1] BD Coin Exchange (Event)
931,Shield [BD1],04-99-8-01,148,8,,3,1,6,21,558,0,0,1140,1140,588,126,,"With Power attribute (self), Buff EX Skill time up 15%",,,[Part 1] BD Coin Exchange (Event)
932,Turn X,20-03-1-01,149,1,,4,1,6,12,965,553,2922,553,553,284,464,,"With Power attribute (self), EX Skill power boosted 30%",,,Haro Chip Capsule (Sokai Festival)
933,Turn X,20-03-2-01,149,2,,4,1,6,12,1734,965,965,965,965,0,673,313,,,,Haro Chip Capsule (Sokai Festival)
934,Turn X,20-03-3-01,149,3,,4,1,6,12,965,2922,1356,553,553,0,0,314,,,,Haro Chip Capsule (Sokai Festival)
935,Turn X,20-03-4-01,149,4,,4,1,6,9,965,965,553,965,965,673,464,,"When Armor is 60% or more, Melee CRIT rate boosted 30%",,,Haro Chip Capsule (Sokai Festival)
936,Turn X,20-03-5-01,149,5,,4,1,6,9,965,965,553,965,965,464,673,315,,,,Haro Chip Capsule (Sokai Festival)
937,Akatsuki [Oowashi Pack],22-02-1-01,150,1,,4,3,13,25,1181,384,1181,796,1181,417,213,316,,,,Akatsuki Ticket Capsules (Event)
938,Akatsuki [Oowashi Pack],22-02-2-01,150,2,,4,3,13,25,1977,384,384,796,1602,213,0,317,,,,Akatsuki Ticket Capsules (Event)
939,Akatsuki [Oowashi Pack],22-02-3-01,150,3,,4,3,13,25,796,1181,384,1181,1602,213,0,,"When Attacking with Beam, Sp. Shot power boosted 30%",,,Akatsuki Ticket Capsules (Event)
940,Akatsuki [Oowashi Pack],22-02-4-01,150,4,,4,3,13,22,1181,384,384,384,1602,611,213,318,,,,Akatsuki Ticket Capsules (Event)
941,Akatsuki [Oowashi Pack],22-02-5-01,150,5,,4,3,13,22,1181,384,384,796,1181,611,213,319,,,,Akatsuki Ticket Capsules (Event)
942,Experimental Twin Beam Saber [Single],22-02-6a-01,150,6,,4,3,13,9,1181,2380,0,0,796,417,213,,"Middle-Shooter Job, Job Gauge increase boosted 17%",1,2,Akatsuki Ticket Capsules (Event)
943,Hyakurai,22-02-7a-01,150,7,,4,3,13,25,1181,0,2380,0,796,611,213,,Initial EX Skill charge boosted 20%,1,8,Akatsuki Ticket Capsules (Event)
944,Type 71 Experimental Defensive Shield,22-02-8-01,150,8,,4,3,13,9,1181,0,0,796,1977,806,213,,"With Rifle Category equipped, Enemy Shooting power reduced 30%",,,Akatsuki Ticket Capsules (Event)
945,Turn A Gundam,20-04-1-01,151,1,,4,2,1,13,969,553,2138,553,1359,384,384,,"With Technique attribute (self), Close Shot Attack raised 20%",,,Haro Chip Capsule (Sokai Festival)
946,Turn A Gundam,20-04-2-01,151,2,,4,2,1,13,1359,969,553,969,1738,384,384,320,,,,Haro Chip Capsule (Sokai Festival)
947,Turn A Gundam,20-04-3-01,151,3,,4,2,1,13,969,2929,553,969,1359,0,0,321,,,,Haro Chip Capsule (Sokai Festival)
948,Turn A Gundam,20-04-4-01,151,4,,4,2,1,10,969,553,553,553,1359,558,558,,"With Rifle Category equipped, Enemy Melee power reduced 30%",,,Haro Chip Capsule (Sokai Festival)
949,Beam Saber [Turn A],20-04-6-01,151,6,,4,2,1,23,553,3698,0,0,969,384,384,,"Out-Fighter Job, Strong Melee CRIT rate boosted 30%",1,4,Haro Chip Capsule (Sokai Festival)
950,Gundam Hammer,20-04-6-01,151,6,,4,2,1,23,553,3698,0,0,969,384,384,322,,2,7,Haro Chip Capsule (Sokai Festival)
951,Beam Rifle [Turn A],20-04-7a-01,151,7,,4,2,1,10,969,0,2138,0,969,384,384,,"Out-Fighter Job, EX Skill power boosted 30%",1,8,Haro Chip Capsule (Sokai Festival)
952,Shield [Turn A],20-04-8-01,151,8,,4,2,1,23,969,0,0,969,2138,558,558,,"With Technique attribute (self), Buff EX Skill effect 22%",,,Haro Chip Capsule (Sokai Festival)
953,Build Strike Gundam [Full Package],32-02-1-01,152,1,,4,2,1,24,796,383,2378,796,796,212,212,3,,,,Haro Chip Capsule & [No. 011] Bonus Coins
954,Build Strike Gundam [Full Package],32-02-2-01,152,2,,4,2,1,24,1602,383,383,1180,1180,288,288,,"When Armor is 80% or less, EX Skill DMG output boosted by 35",,,Haro Chip Capsule & [No. 011] Bonus Coins
955,Build Strike Gundam [Full Package],32-02-3-01,152,3,,4,2,1,24,796,2378,383,1180,1180,0,0,,"With Technique attribute (self), Strong Melee CRIT rate boosted 30%",,,Haro Chip Capsule & [No. 011] Bonus Coins
956,Build Strike Gundam [Full Package],32-02-4-01,152,4,,4,2,1,13,796,383,383,1180,1180,475,502,251,,,,Haro Chip Capsule & [No. 011] Bonus Coins
957,Build Strike Gundam [Full Package],32-02-5-01,152,5,,4,2,1,13,796,383,383,1180,1180,502,475,323,,,,Haro Chip Capsule & [No. 011] Bonus Coins
958,Beam Rifle [Build Strike],32-02-7a-02,152,7,,4,2,1,24,796,0,3176,0,0,417,417,,"Out-Fighter Job, Initial EX Skill charge boosted 20%",1,8,Haro Chip Capsule & [No. 011] Bonus Coins
959,Enhanced Beam Rifle [Build Strike],32-02-7a-01,152,7,,4,2,1,13,384,0,4004,0,0,290,290,,"With Technique attribute (self), Job Gauge increase boosted 17%",1,8,Haro Chip Capsule & [No. 011] Bonus Coins
960,Chobham Shield,32-02-8-01,152,8,,4,2,1,13,796,0,0,1602,1602,417,417,303,,,,Haro Chip Capsule & [No. 011] Bonus Coins
961,Zeong,01-14-1-01,153,1,,4,3,17,20,384,384,3181,384,1182,0,0,324,,,,Haro Chip Capsule & [No. 011] Bonus Coins
962,Zeong,01-14-2-01,153,2,,4,3,17,20,1606,384,384,799,1606,290,290,,"With Speed attribute (self), EX Skill CD reduced 20%",,,Haro Chip Capsule & [No. 011] Bonus Coins
963,Zeong,01-14-3-01,153,3,,4,3,17,20,1182,799,284,284,1606,290,290,325,,,,Haro Chip Capsule & [No. 011] Bonus Coins
964,Zeong,01-14-4-01,153,4,,4,3,17,8,799,384,384,799,1606,420,420,326,,,,Haro Chip Capsule & [No. 011] Bonus Coins
965,Kabakali,27-01-1-01,154,1,,3,2,7,26,558,291,1698,558,558,302,0,,"With Technique attribute (self), Enemy Shooting power reduced 25%",,,Guardian Coins (Event)
966,Kabakali,27-01-2-01,154,2,,3,2,7,26,1140,291,291,889,889,428,0,327,,,,Guardian Coins (Event)
967,Kabakali,27-01-3-01,154,3,,3,2,7,26,558,1698,291,889,889,0,0,328,,,,Guardian Coins (Event)
968,Kabakali,27-01-4-01,154,4,,3,2,7,9,558,291,291,889,889,428,302,,"With Whip Category equipped, Mid Shot Attack raised 14%",,,Guardian Coins (Event)
969,Kabakali,27-01-5-01,154,5,,3,2,7,9,558,291,291,889,889,428,302,329,,,,Guardian Coins (Event)
970,Beam Ring,27-01-6-01,154,6,,3,2,7,26,558,2297,0,0,0,428,126,,"Out-Fighter Job, Strong Melee CRIT rate boosted 17%",1,7,Guardian Coins (Event)
971,Beam Shotgun,27-01-7a-01,154,7,,3,2,7,9,558,0,2297,0,0,428,126,330,,1,8,Guardian Coins (Event)
972,Gundam NT-1,06-01-1-01,155,1,,3,3,6,16,1180,383,796,1180,796,417,212,3,,,,Capsule Medals (Event Capsules)
973,Gundam NT-1,06-01-2-01,155,2,,3,3,6,16,1976,796,383,796,796,610,0,331,,,,Capsule Medals (Event Capsules)
974,Gundam NT-1,06-01-3-01,155,3,,3,3,6,24,796,2781,0,1180,1180,0,0,332,,,,Capsule Medals (Event Capsules)
975,Gundam NT-1,06-01-4-01,155,4,,3,3,6,24,1180,383,383,1180,796,610,417,,"When Armor is 40% or more, Melee DMG taken reduced by 35",,,Capsule Medals (Event Capsules)
976,Gundam NT-1,06-01-5-01,155,5,,3,3,6,24,1180,383,383,1180,796,610,417,140,,,,Capsule Medals (Event Capsules)
977,Beam Rifle [NT-1],06-01-7a-01,155,7,,3,3,6,16,1180,0,2378,0,0,610,212,333,,1,8,Capsule Medals (Event Capsules)
978,Shield [NT-1],06-01-8-01,155,8,,3,3,6,16,1180,0,0,1601,796,805,212,334,,,,Capsule Medals (Event Capsules)
979,Gundam AGE-2 Normal,26-05-1-01,156,1,,3,2,12,26,561,294,1440,294,893,215,215,,"With Technique attribute (self), Shooting DMG taken reduced by 20",,,AGE-2 Coins (Event)
980,Gundam AGE-2 Normal,26-05-2-01,156,2,,3,2,12,26,893,561,294,561,1147,215,215,,"While ""Transformer"", EX Skill CD reduced 15%",,,AGE-2 Coins (Event)
981,Gundam AGE-2 Normal,26-05-3-01,156,3,,3,2,12,26,561,2000,294,561,893,0,0,,"Beam ranged weapon, reload speed boosted 15%",,,AGE-2 Coins (Event)
982,Gundam AGE-2 Normal,26-05-4-01,156,4,,3,2,12,1,561,294,294,294,893,352,352,335,,,,AGE-2 Coins (Event)
983,Gundam AGE-2 Normal,26-05-5-01,156,5,,3,2,12,1,561,294,294,294,893,352,352,,"When Armor is 80% or less, Close Shot Attack raised 14%",,,AGE-2 Coins (Event)
984,Hyper DODS Rifle,26-05-7b-01,156,7,,3,2,12,1,561,0,1440,0,561,215,215,,"While ""Transformer"", Initial EX Skill charge boosted 12%",1,10,AGE-2 Coins (Event)
985,Shield [AGE-2],26-05-8-01,156,8,,3,2,12,1,561,0,0,561,1440,352,352,,"Middle-Shooter Job, Sp. Shot CRIT rate boosted 21%",,,AGE-2 Coins (Event)
986,Penelope,43-01-1-01,157,1,,4,3,3,9,965,0,3309,551,551,282,464,,"With Rifle Category equipped, Enemy Shooting power reduced 30%",,,Haro Chip Capsule (UD Celebration)
987,Penelope,43-01-2-01,157,2,,4,3,3,9,1732,551,551,1732,965,75,672,,"While ""Ace Excl."", Shooting power boosted 30%",,,Haro Chip Capsule (UD Celebration)
988,Penelope,43-01-3-01,157,3,,4,3,3,9,965,1355,551,1732,551,75,75,336,,,,Haro Chip Capsule (UD Celebration)
989,Penelope,43-01-4-01,157,4,,4,3,3,16,965,551,551,1732,965,464,672,337,,,,Haro Chip Capsule (UD Celebration)
990,Penelope,43-01-5-01,157,5,,4,3,3,16,965,551,551,1732,965,464,672,,"With Speed attribute (self), EX Skill piercing boosted 28%",,,Haro Chip Capsule (UD Celebration)
991,Noble Gundam,16-05-1-01,158,1,,4,2,14,6,1182,384,799,1182,384,290,290,3,,,,Haro Chip Capsule & [No. 012] Bonus Coins
992,Noble Gundam,16-05-2-01,158,2,,4,2,14,6,1606,384,384,1606,799,290,290,338,,,,Haro Chip Capsule & [No. 012] Bonus Coins
993,Noble Gundam,16-05-3-01,158,3,,4,2,14,6,384,3181,384,1606,384,0,0,339,,,,Haro Chip Capsule & [No. 012] Bonus Coins
994,Noble Gundam,16-05-4-01,158,4,,4,2,14,24,799,384,384,1606,799,420,290,340,,,,Haro Chip Capsule & [No. 012] Bonus Coins
995,Beam Ribbon,16-05-6-01,158,6,,4,2,14,24,384,4004,0,0,0,420,420,341,,1,7,Haro Chip Capsule & [No. 012] Bonus Coins
996,Full Armor Gundam [Thunderbolt Ver.],38-01-1-01,159,1,,4,3,1,16,796,383,2378,796,796,417,0,3,,,,Haro Chip Capsule & [No. 012] Bonus Coins
997,Full Armor Gundam [Thunderbolt Ver.],38-01-2-01,159,2,,4,3,1,16,1601,383,383,1180,1180,610,0,342,,,,Haro Chip Capsule & [No. 012] Bonus Coins
