Index,Part Name,Collection ID,Unit ID,Part Type,X Part,Rarity,Attr,W Tag 1,W Tag 2,Armor,Melee ATK,Shot ATK,Melee DEF,Shot DEF,Beam RES,Phys. RES,EX ID,Trait Condition,Trait Effect,Trait,Wep Type,Wep Cat,Notes
1364,Chaos Gundam,00-00-1-01,216,1,,3,1,7,13,559,294,2000,559,294,53,53,,Middle-Shooter Job,EX Skill DMG output boosted by 20,"Middle-Shooter Job, EX Skill DMG output boosted by 20",,,Chaotic Chips (Event)
1365,Chaos Gundam,00-00-2-01,216,2,,3,1,7,13,893,294,294,1147,559,215,215,459,,,,,,Chaotic Chips (Event)
1366,Chaos Gundam,00-00-3-01,216,3,,3,1,7,9,559,1440,294,893,559,0,0,,When 2 enemies shot down,Boost Job Gauge by 40% once.,"When 2 enemies shot down, Boost Job Gauge by 40% once.",,,Chaotic Chips (Event)
1367,Chaos Gundam,00-00-4-01,216,4,,3,1,7,9,559,294,559,893,294,352,352,460,,,,,,Chaotic Chips (Event)
1368,Chaos Gundam,00-00-5-01,216,5,,3,1,7,12,559,294,294,1147,294,352,352,461,,,,,,Chaotic Chips (Event)
1369,Vajra Beam Saber [Chaos],00-00-6a-01,216,6,,3,1,7,13,559,1440,0,559,0,303,303,,When CPWR is under 500000,EX Skill power boosted 25%,"When CPWR is under 500000, EX Skill power boosted 25%",1,2,Chaotic Chips (Event)
1370,High-Energy Beam Rifle [Chaos],00-00-7a-01,216,7,,3,1,7,12,294,0,2600,559,0,215,215,,Middle-Shooter Job,Sp. Shot CRIT rate boosted 17%,"Middle-Shooter Job, Sp. Shot CRIT rate boosted 17%",1,8,Chaotic Chips (Event)
1371,MMI-RG330 Cruising Mobile Shield,00-00-8-01,216,8,,3,1,7,9,559,0,0,1440,559,352,352,462,,,,,,Chaotic Chips (Event)
1372,Psycho Zaku [Thunderbolt Ver.],00-00-1-01,217,1,,4,2,18,10,797,384,2785,384,384,418,213,463,,,,,,Haro Chip Capsule
1373,Psycho Zaku [Thunderbolt Ver.],00-00-2-01,217,2,,4,2,18,10,1605,797,797,797,797,611,0,,When Armor is 70% or less,Buff EX Skill effect up 22%,"When Armor is 70% or less, Buff EX Skill effect up 22%",,,Haro Chip Capsule
1374,Psycho Zaku [Thunderbolt Ver.],00-00-3-01,217,3,,4,2,18,10,797,2785,1181,384,384,0,0,,With Technique attribute (self),Enemy Melee power reduced 30%,"With Technique attribute (self), Enemy Melee power reduced 30%",,,Haro Chip Capsule
1375,Psycho Zaku [Thunderbolt Ver.],00-00-4-01,217,4,,4,2,18,20,797,797,384,797,797,418,611,,Middle-Shooter Job,Mid Shot Attack raised 20%,"Middle-Shooter Job, Mid Shot Attack raised 20%",,,Haro Chip Capsule
1376,Psycho Zaku [Thunderbolt Ver.],00-00-5-01,217,5,,4,2,18,20,797,797,384,797,797,611,418,464,,,,,,Haro Chip Capsule
1377,Giant Bazooka [Psycho Zaku],00-00-7d-01,217,7,,4,2,18,20,384,0,3582,0,0,418,213,,Physical ranged weapon,reload speed boosted 20%,"Physical ranged weapon, reload speed boosted 20%",2,12,Haro Chip Capsule
1378,Shenlong Gundam [Endless Waltz Ver.],00-00-1-01,218,1,,4,1,13,6,1181,384,796,1181,384,213,417,3,,,,,,Haro Chip Capsule
1379,Shenlong Gundam [Endless Waltz Ver.],00-00-2-01,218,2,,4,1,13,6,1602,384,384,1602,796,0,611,168,,,,,,Haro Chip Capsule
1380,Shenlong Gundam [Endless Waltz Ver.],00-00-3-01,218,3,,4,1,13,25,384,3177,384,1602,384,0,0,465,,,,,,Haro Chip Capsule
1381,Shenlong Gundam [Endless Waltz Ver.],00-00-4-01,218,4,,4,1,13,25,796,384,384,1602,796,611,417,,In-Fighter Job,EX Skill CD reduced 20%,"In-Fighter Job, EX Skill CD reduced 20%",,,Haro Chip Capsule
1382,Shenlong Gundam [Endless Waltz Ver.],00-00-5-01,218,5,,4,1,13,25,796,384,384,1602,796,417,611,5,,,,,,Haro Chip Capsule
1383,Beam Trident,00-00-6d-01,218,6,,4,1,13,25,384,3997,0,0,0,213,417,,Before 15s pass,Job Gauge increase boosted 17%,"Before 15s pass, Job Gauge increase boosted 17%",1,6,Haro Chip Capsule
1384,Shenlong Shield [Endless Waltz Ver.],00-00-8-01,218,8,,4,1,13,6,796,0,0,2380,796,0,1028,84,,,,,,Haro Chip Capsule
1385,Gelgoog [Char Aznable],00-00-1-01,219,1,,3,3,17,5,559,292,1436,292,891,127,303,,"While ""Zeon""",Projectile speed boosted 14%,"While ""Zeon"", Projectile speed boosted 14%",,,Texas Coins (Event)
1386,Gelgoog [Char Aznable],00-00-2-01,219,2,,3,3,17,5,891,559,292,559,1144,0,430,,With Speed attribute (self),Revive with 30% Armor one time.,"With Speed attribute (self), Revive with 30% Armor one time.",,,Texas Coins (Event)
1387,Gelgoog [Char Aznable],00-00-3-01,219,3,,3,3,17,5,559,1994,292,559,891,0,0,,With Twin Blade category equipped,Melee power boosted 25%,"With Twin Blade category equipped, Melee power boosted 25%",,,Texas Coins (Event)
1388,Gelgoog [Char Aznable],00-00-4-01,219,4,,3,3,17,3,559,292,292,292,891,303,430,466,,,,,,Texas Coins (Event)
1389,Gelgoog [Char Aznable],00-00-5-01,219,5,,3,3,17,3,559,292,292,292,891,303,430,288,,,,,,Texas Coins (Event)
1390,Beam Naginata [Gelgoog (Char Aznable)],00-00-6-01,219,6,,3,3,17,5,292,2594,0,0,559,127,303,,"While ""Zeon""",Melee DMG output boosted by 20,"While ""Zeon"", Melee DMG output boosted by 20",1,13,Texas Coins (Event)
1391,Beam Rifle [Gelgoog (Char Aznable)],00-00-7a-01,219,7,,3,3,17,3,559,0,1436,0,559,127,430,,When in Multi-Mission Sortie,EX Skill power boosted 25%,"When in Multi-Mission Sortie, EX Skill power boosted 25%",1,8,Texas Coins (Event)
1392,Shield [Gelgoog (Char Aznable)],00-00-8-01,219,8,,3,3,17,5,559,0,0,559,1436,127,592,,When Armor is 60% or less,Vernier consumption=0 for 10 sec.,"When Armor is 60% or less, Vernier consumption=0 for 10 sec.",,,Texas Coins (Event)
1393,Gundam G-Self [Atmospheric Pack Type],00-00-1-01,220,1,,4,1,1,9,796,383,2378,796,796,212,212,,When 2 enemies shot down,Close Shot Attack raised 20%,"When 2 enemies shot down, Close Shot Attack raised 20%",,,Haro Chip Capsule & [No. 021] Bonus Coins
1394,Gundam G-Self [Atmospheric Pack Type],00-00-2-01,220,2,,4,1,1,9,1602,383,383,1180,1180,288,288,467,,,,,,Haro Chip Capsule & [No. 021] Bonus Coins
1395,Gundam G-Self [Atmospheric Pack Type],00-00-3-01,220,3,,4,1,1,13,796,2378,383,1180,1180,0,0,,When Melee ATK is over 16000,Melee power boosted 30%,"When Melee ATK is over 16000, Melee power boosted 30%",,,Haro Chip Capsule & [No. 021] Bonus Coins
1396,Gundam G-Self [Atmospheric Pack Type],00-00-4-01,220,4,,4,1,1,13,796,383,383,1180,1180,475,502,,Middle-Shooter Job,EX Skill CD reduced 20%,"Middle-Shooter Job, EX Skill CD reduced 20%",,,Haro Chip Capsule & [No. 021] Bonus Coins
1397,Gundam G-Self [Atmospheric Pack Type],00-00-5-01,220,5,,4,1,1,3,796,383,383,1180,1180,502,475,468,,,,,,Haro Chip Capsule & [No. 021] Bonus Coins
1398,Beam Saber [G-Self/Atmospheric Pack],00-00-6a-01,220,6,,4,1,1,13,796,3176,0,0,0,417,417,,"While ""Gundam Type""",Strong Melee CRIT rate boosted 30%,"While ""Gundam Type"", Strong Melee CRIT rate boosted 30%",1,4,Haro Chip Capsule & [No. 021] Bonus Coins
1399,Beam Rifle [G-Self/Atmospheric Pack],00-00-7a-01,220,7,,4,1,1,3,796,0,3176,0,0,417,417,,With Power attribute (self),Job Gauge increase boosted 17%,"With Power attribute (self), Job Gauge increase boosted 17%",1,8,Haro Chip Capsule & [No. 021] Bonus Coins
1400,Shield [G-Self/Atmospheric Pack],00-00-8-01,220,8,,4,1,1,9,796,0,0,1602,1602,417,417,,When debuffed,Enemy Shooting power reduced 30%,"When debuffed, Enemy Shooting power reduced 30%",,,Haro Chip Capsule & [No. 021] Bonus Coins
1401,Perfect Strike Gundam,00-00-1-01,221,1,,4,2,10,7,799,384,2789,384,384,213,213,78,,,,,,Haro Chip Capsule & [No. 021] Bonus Coins
1402,Perfect Strike Gundam,00-00-2-01,221,2,,4,2,10,7,1606,799,799,799,799,290,290,,With Technique attribute (self),Revive with 50% Armor one time,"With Technique attribute (self), Revive with 50% Armor one time",,,Haro Chip Capsule & [No. 021] Bonus Coins
1403,Perfect Strike Gundam,00-00-3-01,221,3,8,4,2,10,25,1606,3587,1606,1182,1182,477,477,276,,,,,,Haro Chip Capsule & [No. 021] Bonus Coins
1404,Perfect Strike Gundam,00-00-4-01,221,4,,4,2,10,25,799,799,384,799,799,477,477,,When attacking with Beam,Mid Shot Attack raised 20%,"When attacking with Beam, Mid Shot Attack raised 20%",,,Haro Chip Capsule & [No. 021] Bonus Coins
1405,Perfect Strike Gundam,00-00-5-01,221,5,,4,2,10,7,799,799,384,799,799,477,477,469,,,,,,Haro Chip Capsule & [No. 021] Bonus Coins
1406,ν-Zeon Gundam,00-00-1-01,222,1,,5,1,3,5,1231,377,3298,0,377,206,460,,"While ""Ace Excl.""",EX Skill power boosted 30%,"While ""Ace Excl."", EX Skill power boosted 30%",,,Z Materials (Event Blueprint)
1407,ν-Zeon Gundam,00-00-2-01,222,2,,5,1,3,10,1728,785,1163,785,961,206,593,470,,,,,,Z Materials (Event Blueprint)
1408,ν-Zeon Gundam,00-00-3-01,222,3,,5,1,5,10,961,2910,1419,550,550,0,0,,With Blade category equipped,Shooting power boosted 30%,"With Blade category equipped, Shooting power boosted 30%",,,Z Materials (Event Blueprint)
1409,ν-Zeon Gundam,00-00-4-01,222,4,,5,1,5,10,961,785,632,785,961,667,489,,With Power attribute (self),Shooting CRIT rate boosted 30%,"With Power attribute (self), Shooting CRIT rate boosted 30%",,,Z Materials (Event Blueprint)
1410,ν-Zeon Gundam,00-00-5-01,222,5,,5,1,3,10,785,785,1011,785,1350,406,667,471,,,,,,Z Materials (Event Blueprint)
1411,Zeonic Sword [High Mega Saber],00-00-6c-01,222,6,,5,1,3,10,550,3375,0,0,153,460,667,472,,,,2,5,Z Materials (Event Blueprint)
1412,Zeonic Sword [High Mega Bowgun],00-00-7b-01,222,7,,5,1,3,5,0,0,3743,0,550,281,460,473,,,,1,10,Z Materials (Event Blueprint)
1413,Gundam Ez8,00-00-1-01,223,1,,4,1,16,24,384,384,3177,384,1181,0,0,3,,,,,,Capsule Medals (Event Capsules)
1414,Gundam Ez8,00-00-2-01,223,2,,4,1,16,24,1602,384,384,796,1602,0,611,474,,,,,,Capsule Medals (Event Capsules)
1415,Gundam Ez8,00-00-3-01,223,3,,4,1,16,24,1181,796,384,384,1602,213,417,,When Armor is 50% or more,Shot guidance boosted 17%,"When Armor is 50% or more, Shot guidance boosted 17%",,,Capsule Medals (Event Capsules)
1416,Gundam Ez8,00-00-4-01,223,4,,4,1,16,5,796,384,384,796,1602,611,417,121,,,,,,Capsule Medals (Event Capsules)
1417,Gundam Ez8,00-00-5-01,223,5,,4,1,16,5,796,384,384,796,1602,417,611,,Physical ranged weapon,magazine boosted 20%,"Physical ranged weapon, magazine boosted 20%",,,Capsule Medals (Event Capsules)
1418,Beam Rifle [Ez8],00-00-7a-01,223,7,,4,1,16,5,384,0,3997,0,0,213,417,,Beam ranged weapon,reload speed boosted 20%,"Beam ranged weapon, reload speed boosted 20%",1,8,Capsule Medals (Event Capsules)
1419,100mm Machine Gun [Ez8],00-00-7c-01,223,7,,4,1,16,24,384,0,3997,0,0,213,417,,"While ""Federation""",Shooting DMG output boosted by 35,"While ""Federation"", Shooting DMG output boosted by 35",2,9,Capsule Medals (Event Capsules)
1420,Shield [Ez8],00-00-8-01,223,8,,4,1,16,5,796,0,0,796,2380,0,1028,,Out-Fighter Job,Enemy Shooting power reduced 30%,"Out-Fighter Job, Enemy Shooting power reduced 30%",,,Capsule Medals (Event Capsules)
1421,Blue Destiny Unit-2,00-00-1-01,224,1,,3,2,13,25,558,291,1700,558,558,126,126,313,,,,,,Scarlet Shoulder Coins (Weekly Event)
1422,Blue Destiny Unit-2,00-00-2-01,224,2,,3,2,13,25,1142,291,291,889,889,213,213,314,,,,,,Scarlet Shoulder Coins (Weekly Event)
1423,Blue Destiny Unit-2,00-00-3-01,224,3,,3,2,13,17,558,1700,291,889,889,0,0,,When Melee ATK is over 16000,Melee CRIT rate boosted 17%,"When Melee ATK is over 16000, Melee CRIT rate boosted 17%",,,Scarlet Shoulder Coins (Weekly Event)
1424,Blue Destiny Unit-2,00-00-4-01,224,4,,3,2,13,17,558,291,291,889,889,349,375,121,,,,,,Scarlet Shoulder Coins (Weekly Event)
1425,Blue Destiny Unit-2,00-00-5-01,224,5,,3,2,13,17,558,291,291,889,889,375,349,,Before 15s pass,Vernier consumption reduced 15%,"Before 15s pass, Vernier consumption reduced 15%",,,Scarlet Shoulder Coins (Weekly Event)
1426,Beam Rifle [B.D. Unit 2],00-00-7a-01,224,7,,3,2,13,17,558,0,2298,0,0,302,302,,When 2 enemies shot down,Job Gauge increase boosted 13%,"When 2 enemies shot down, Job Gauge increase boosted 13%",1,8,Scarlet Shoulder Coins (Weekly Event)
1427,Shield [B.D. Unit 2],00-00-8-01,224,8,,3,2,13,25,558,0,0,1142,1142,302,302,,With Technique attribute (self),Enemy Strong Melee power reduced 25%,"With Technique attribute (self), Enemy Strong Melee power reduced 25%",,,Scarlet Shoulder Coins (Weekly Event)
1428,Gundam Flauros [Ryusei-Go],00-00-1-01,225,1,,4,3,12,21,965,0,3309,551,551,464,282,475,,,,,,Haro Chip Capsule (Gundam Battle Festival)
1429,Gundam Flauros [Ryusei-Go],00-00-2-01,225,2,,4,3,12,21,1732,551,551,965,1732,672,75,476,,,,,,Haro Chip Capsule (Gundam Battle Festival)
1430,Gundam Flauros [Ryusei-Go],00-00-3-01,225,3,,4,3,12,21,965,1355,551,551,1732,75,75,,"While ""Transformer""",Enemy Melee power reduced 30%,"While ""Transformer"", Enemy Melee power reduced 30%",,,Haro Chip Capsule (Gundam Battle Festival)
1431,Gundam Flauros [Ryusei-Go],00-00-4-01,225,4,,4,3,12,10,965,551,551,965,1732,672,464,,Before 30s pass,Enemy EX Skill power reduced 30%,"Before 30s pass, Enemy EX Skill power reduced 30%",,,Haro Chip Capsule (Gundam Battle Festival)
1432,Gundam Flauros [Ryusei-Go],00-00-5-01,225,5,,4,3,12,10,965,551,551,965,1732,672,464,477,,,,,,Haro Chip Capsule (Gundam Battle Festival)
1433,Assault Knife,00-00-6-01,225,6,,4,3,12,21,969,3318,0,0,0,675,208,,With Speed attribute (self),Initial EX Skill charge boosted 20%,"With Speed attribute (self), Initial EX Skill charge boosted 20%",2,4,Haro Chip Capsule (Gundam Battle Festival)
1434,Flauros Machine Gun,00-00-7c-01,225,7,,4,3,12,10,551,153,4105,153,0,672,282,,"While ""High Firepower""",Shooting DMG output boosted by 35,"While ""High Firepower"", Shooting DMG output boosted by 35",2,9,Haro Chip Capsule (Gundam Battle Festival)
1435,Gundam Gusion Rebake Fullcity,00-00-1-01,226,1,,4,2,13,7,970,380,2685,380,1514,285,285,,When 2 enemies shot down,EX Skill power boosted 30%,"When 2 enemies shot down, EX Skill power boosted 30%",,,Haro Chip Capsule (Gundam Battle Festival)
1436,Gundam Gusion Rebake Fullcity,00-00-2-01,226,2,,4,2,13,7,1361,792,722,792,1894,285,285,,"While ""Mid-Range""",EX Skill power boosted 30%,"While ""Mid-Range"", EX Skill power boosted 30%",,,Haro Chip Capsule (Gundam Battle Festival)
1437,Gundam Gusion Rebake Fullcity,00-00-3-01,226,3,,4,2,13,6,970,2849,970,380,1514,0,0,478,,,,,,Haro Chip Capsule (Gundam Battle Festival)
1438,Gundam Gusion Rebake Fullcity,00-00-4-01,226,4,,4,2,13,6,970,380,722,380,1514,469,469,479,,,,,,Haro Chip Capsule (Gundam Battle Festival)
1439,Gundam Gusion Rebake Fullcity,00-00-5-01,226,5,,4,2,13,6,970,380,722,380,1514,469,469,480,,,,,,Haro Chip Capsule (Gundam Battle Festival)
1440,Railgun [Gusion Rebake Fullcity],00-00-7b-01,226,7,,4,2,13,7,792,0,3486,0,722,285,285,,When Armor is 60% or more,Enemy EX Skill power reduced 30%,"When Armor is 60% or more, Enemy EX Skill power reduced 30%",2,10,Haro Chip Capsule (Gundam Battle Festival)
1441,Scissor-Variable Rear Armor [Large Shield],00-00-8-01,226,8,,4,2,13,7,970,0,0,792,2315,469,469,,"While ""Gundam Type""",Shooting DMG taken reduced by 35,"While ""Gundam Type"", Shooting DMG taken reduced by 35",,,Haro Chip Capsule (Gundam Battle Festival)
1442,Gundam Kimaris,00-00-1-01,227,1,,4,2,13,11,797,384,2785,384,384,418,213,481,,,,,,Iron-Blooded Step-Up Capsules
1443,Gundam Kimaris,00-00-2-01,227,2,,4,2,13,11,1605,797,797,797,797,611,0,,With Technique attribute (self),EX Skill CD reduced 20%,"With Technique attribute (self), EX Skill CD reduced 20%",,,Iron-Blooded Step-Up Capsules
1444,Gundam Kimaris,00-00-3-01,227,3,,4,2,13,11,797,2785,1181,384,384,0,0,482,,,,,,Iron-Blooded Step-Up Capsules
1445,Gundam Kimaris,00-00-4-01,227,4,,4,2,13,20,797,797,384,797,797,418,611,483,,,,,,Iron-Blooded Step-Up Capsules
1446,Gundam Kimaris,00-00-5-01,227,5,,4,2,13,20,797,797,384,797,797,611,418,,With Lance category equipped,Melee power boosted 30%,"With Lance category equipped, Melee power boosted 30%",,,Iron-Blooded Step-Up Capsules
1447,Gungnir,00-00-6d-01,227,6,,4,2,13,20,384,3582,0,0,0,611,418,484,,,,2,6,Iron-Blooded Step-Up Capsules
1448,Zaku III Custom,00-00-1-01,228,1,,3,1,18,17,889,291,558,889,558,302,126,,When Armor is 80% or less,Recover 10 Armor gradually,"When Armor is 80% or less, Recover 10 Armor gradually",,,Knight Coins (Weekly Event)
1449,Zaku III Custom,00-00-2-01,228,2,,3,1,18,6,1433,558,291,558,558,428,0,485,,,,,,Knight Coins (Weekly Event)
1450,Zaku III Custom,00-00-3-01,228,3,,3,1,18,6,558,1991,0,889,889,0,0,486,,,,,,Knight Coins (Weekly Event)
1451,Zaku III Custom,00-00-4-01,228,4,,3,1,18,17,889,291,291,889,558,428,302,487,,,,,,Knight Coins (Weekly Event)
1452,Zaku III Custom,00-00-5-01,228,5,,3,1,18,17,889,291,291,889,558,428,302,,With Power attribute (self),EX Skill piercing boosted 22%,"With Power attribute (self), EX Skill piercing boosted 22%",,,Knight Coins (Weekly Event)
1453,Beam Saber [Zaku III Custom],00-00-6a-01,228,6,,3,1,18,6,889,2589,0,0,0,302,126,,When Phys. RES is over 6000,Strong Melee CRIT rate boosted 17%,"When Phys. RES is over 6000, Strong Melee CRIT rate boosted 17%",1,2,Knight Coins (Weekly Event)
1454,Beam Rifle [Zaku III Custom],00-00-7a-01,228,7,,3,1,18,17,889,0,1699,0,0,428,126,,When Shot DEF is under 6000,Enemy EX Skill power reduced 25%,"When Shot DEF is under 6000, Enemy EX Skill power reduced 25%",1,8,Knight Coins (Weekly Event)
1455,Gundam TR-6 [Wondwart],00-00-1-01,229,1,,4,2,7,9,1181,384,2380,384,384,417,213,3,,,,,,Haro Chip Capsule & [No. 022] Bonus Coins
1456,Gundam TR-6 [Wondwart],00-00-2-01,229,2,,4,2,7,9,1977,384,796,796,796,611,0,,"While ""Mid-Range""",EX Skill DMG taken reduced by 35,"While ""Mid-Range"", EX Skill DMG taken reduced by 35",,,Haro Chip Capsule & [No. 022] Bonus Coins
1457,Gundam TR-6 [Wondwart],00-00-3-01,229,3,,4,2,7,12,1181,796,796,1181,1181,0,0,488,,,,,,Haro Chip Capsule & [No. 022] Bonus Coins
1458,Gundam TR-6 [Wondwart],00-00-4-01,229,4,,4,2,7,12,1181,384,384,796,1181,611,417,,With Technique attribute (self),Shooting CRIT rate boosted 30%,"With Technique attribute (self), Shooting CRIT rate boosted 30%",,,Haro Chip Capsule & [No. 022] Bonus Coins
1459,Gundam TR-6 [Wondwart],00-00-5-01,229,5,,4,2,7,9,1181,384,384,796,1181,611,417,,Before 15s pass,Shooting power boosted 30%,"Before 15s pass, Shooting power boosted 30%",,,Haro Chip Capsule & [No. 022] Bonus Coins
1460,Composite Shield Booster,00-00-8-01,229,8,,4,2,7,12,1181,0,0,796,1602,806,213,,"While ""Mid-Range""",Enemy Shooting power reduced 30%,"While ""Mid-Range"", Enemy Shooting power reduced 30%",,,Haro Chip Capsule & [No. 022] Bonus Coins
1461,Gundam Heavyarms [Endless Waltz Ver.],00-00-1-01,230,1,,4,3,8,11,384,384,3181,384,1182,0,0,,"While ""Long-Range""",Long Shot Attack raised 20%,"While ""Long-Range"", Long Shot Attack raised 20%",,,Haro Chip Capsule & [No. 022] Bonus Coins
1462,Gundam Heavyarms [Endless Waltz Ver.],00-00-2-01,230,2,,4,3,8,11,1606,384,384,799,1606,290,290,254,,,,,,Haro Chip Capsule & [No. 022] Bonus Coins
1463,Gundam Heavyarms [Endless Waltz Ver.],00-00-3-01,230,3,,4,3,8,13,1182,799,384,384,1606,290,290,489,,,,,,Haro Chip Capsule & [No. 022] Bonus Coins
1464,Gundam Heavyarms [Endless Waltz Ver.],00-00-4-01,230,4,,4,3,8,13,799,384,384,799,1606,420,420,490,,,,,,Haro Chip Capsule & [No. 022] Bonus Coins
1465,Gundam Heavyarms [Endless Waltz Ver.],00-00-5-01,230,5,,4,3,8,11,799,384,384,799,1606,420,420,256,,,,,,Haro Chip Capsule & [No. 022] Bonus Coins
1466,Beam Gatling Gun [Endless Waltz Ver.],00-00-7-01,230,7,,4,3,8,11,384,0,4004,0,0,290,290,,"While ""Heavy Armor""",Initial EX Skill charge boosted 20%,"While ""Heavy Armor"", Initial EX Skill charge boosted 20%",1,11,Haro Chip Capsule & [No. 022] Bonus Coins
1467,Shield [Heavyarms] [Endless Waltz Ver.],00-00-8-01,230,8,,4,3,8,13,799,0,0,799,2384,477,477,,With Speed attribute (self),Shooting DMG output boosted by 35,"With Speed attribute (self), Shooting DMG output boosted by 35",,,Haro Chip Capsule & [No. 022] Bonus Coins
1468,Beargguy III,00-00-1-01,231,1,,3,2,4,15,559,294,893,559,559,303,303,491,,,,,,Beargguy Device A (Weekly Event)
1469,Beargguy III,00-00-2-01,231,2,4,3,2,4,26,893,559,559,1438,1438,881,881,,"While ""Amphib.""",Shooting power boosted 25%,"While ""Amphib."", Shooting power boosted 25%",,,Beargguy Device A (Weekly Event)
1470,Beargguy III,00-00-3-01,231,3,,3,2,4,26,294,893,294,559,559,432,432,113,,,,,,Beargguy Device A (Weekly Event)
1471,Beargguy III,00-00-5-01,231,5,,3,2,4,15,294,294,294,893,893,432,432,,Supporter Job,Close Shot Attack raised 14%,"Supporter Job, Close Shot Attack raised 14%",,,Beargguy Device A (Weekly Event)
1472,Burning Gundam,00-00-1-01,232,1,,4,1,14,1,1182,384,799,1182,384,290,290,358,,,,,,Haro Chip Capsule (Sokai Festival)
1473,Burning Gundam,00-00-2-01,232,2,,4,1,14,6,1606,384,384,1606,799,290,290,492,,,,,,Haro Chip Capsule (Sokai Festival)
1474,Burning Gundam,00-00-3-01,232,3,,4,1,14,1,384,3181,384,1606,384,0,0,493,,,,,,Haro Chip Capsule (Sokai Festival)
1475,Burning Gundam,00-00-4-01,232,4,,4,1,14,1,799,384,384,1606,799,420,290,494,,,,,,Haro Chip Capsule (Sokai Festival)
1476,Burning Gundam,00-00-5-01,232,5,,4,1,14,6,799,384,384,1606,799,290,420,,"While ""Mobile Fighter""",Melee power boosted 30%,"While ""Mobile Fighter"", Melee power boosted 30%",,,Haro Chip Capsule (Sokai Festival)
